50000000	0.11961	0.0413682
135000000	0.3231	0.11135
220000000	0.52881	0.182257
305000000	0.730198	0.251396
390000000	0.932794	0.32138
475000000	1.13562	0.391348
560000000	1.33886	0.46193
645000000	1.54313	0.531436
730000000	1.74932	0.601342
815000000	1.9572	0.671276
900000000	2.19684	0.741888
