0	6.66667e-08	1.33333e-07
64	1.14e-05	1.04e-05
128	4.5e-05	4.14e-05
192	9.9e-05	9.4e-05
256	0.000202067	0.000165733
320	0.000296733	0.000273467
384	0.000462267	0.000374933
448	0.000647067	0.000513
512	0.000956533	0.0006678
576	0.00107693	0.0008458
640	0.00139187	0.0010824
704	0.00168173	0.00126293
768	0.00216213	0.0014976
832	0.00245413	0.00177867
896	0.0032232	0.00214767
960	0.00369553	0.0025148
1024	0.00965527	0.0026114
1088	0.00454373	0.00294833
