50000000	0.11961	0.0616838
135000000	0.3231	0.165884
220000000	0.52881	0.269946
305000000	0.730198	0.374276
390000000	0.932794	0.478732
475000000	1.13562	0.58249
560000000	1.33886	0.686788
645000000	1.54313	0.790932
730000000	1.74932	0.895106
815000000	1.9572	0.99915
900000000	2.19684	1.10852
