5072 245331269	16477306	222717885	16477306
5136 251438932	16906681	228250172	16906681
5200 257867116	17318939	234098047	17318939
5264 264127935	17759074	239769062	17759074
5328 270715310	18181520	245761756	18181520
5392 277129279	18632410	251571493	18632410
5456 283875839	19065084	257709000	19065084
5520 290443002	19526732	263657503	19526732
5584 297348789	19969598	269939865	19969598
5648 304069094	20442019	276027082	20442019
