517 2.57078
581 2.45898
645 2.71139
709 2.85366
773 2.60488
837 2.67791
901 2.523
965 2.53802
1029 2.43831
1093 2.46977
1157 2.47259
1221 2.58533
1285 2.68899
1349 2.60697
1413 2.67921
1477 2.68175
1541 2.65611
