517 0.281056 0.320674
581 0.39792 0.456947
645 0.549817 0.619613
709 0.75056 0.934127
773 1.03869 1.33304
837 1.38743 1.76132
901 1.84968 2.31985
965 2.32466 3.0165
1029 2.90482 3.78483
1093 3.7029 4.60503
1157 4.64733 5.60387
1221 5.8035 6.76377
1285 6.51403 7.5943
1349 7.9467 9.18917
1413 9.59673 10.7112
1477 10.9487 12.3136
1541 12.5166 14.1429
