517 0.767418 0.399818
581 1.08848 0.591814
645 1.44857 0.754095
709 1.94819 1.01965
773 2.57832 1.38071
837 3.50654 1.95209
901 4.69054 2.71384
965 6.22962 3.66597
1029 7.9727 4.86475
1093 10.0738 6.07849
1157 12.7553 7.54205
1221 16.0058 9.13912
1285 18.971 10.3621
1349 21.9957 12.578
1413 26.6632 14.7612
1477 30.4121 16.866
1541 34.5557 19.3088
