517 0.767418 0.282691
581 1.08848 0.472422
645 1.44857 0.554036
709 1.94819 0.676161
773 2.57832 0.833979
837 3.50654 1.05821
901 4.69054 1.56706
965 6.22962 2.03282
1029 7.9727 2.54438
1093 10.0738 3.29087
1157 12.7553 4.12964
1221 16.0058 4.83483
1285 18.971 5.57386
1349 21.9957 6.5692
1413 26.6632 7.81588
1477 30.4121 8.81198
1541 34.5557 10.2159
