517 0.767418 0.768441
581 1.08848 1.065
645 1.44857 1.47701
709 1.94819 1.93694
773 2.57832 2.60425
837 3.50654 3.47793
901 4.69054 4.673
965 6.22962 6.19554
1029 7.9727 7.96129
1093 10.0738 9.89818
1157 12.7553 13.1261
1221 16.0058 16.2156
1285 18.971 18.5751
1349 21.9957 22.3447
1413 26.6632 26.698
1477 30.4121 30.365
1541 34.5557 35.6966
