517 0.281056 0.43909
581 0.39792 0.61005
645 0.549817 0.869347
709 0.75056 1.29983
773 1.03869 1.79772
837 1.38743 2.58853
901 1.84968 3.47013
965 2.32466 4.48757
1029 2.90482 5.5633
1093 3.7029 6.77377
1157 4.64733 8.15997
1221 5.8035 10.0453
1285 6.51403 11.229
1349 7.9467 13.5232
1413 9.59673 15.9904
1477 10.9487 18.31
1541 12.5166 21.039
