517 0.893864
581 0.919876
645 0.895428
709 1.00274
773 1.07224
837 1.05179
901 1.04823
965 1.03004
1029 1.03419
1093 1.06139
1157 1.10056
1221 1.13871
1285 1.13339
1349 1.14091
1413 1.17581
1477 1.17731
1541 1.17021
