5072 201022347	10414913	176876307	10414913
5136 206098447	10668968	181338173	10668968
5200 211123649	10929151	185741723	10929151
5264 216278867	11219615	190267123	11219615
5328 221825970	11492086	195181150	11492086
5392 227156733	11758901	199866874	11758901
5456 232430880	12031981	204488578	12031981
5520 237838475	12336651	209235542	12336651
5584 243653810	12622289	214387202	12622289
5648 249239147	12901828	219296695	12901828
