5072 142752686	7208200	117821193	7208201
5136 146387039	7385815	120821884	7385816
5200 149970019	7566752	123763258	7566753
5264 153709299	7779409	126852824	7779410
5328 157701357	7973683	130192097	7973684
5392 161440034	8161053	133265449	8161054
5456 165201433	8351087	136353485	8351088
5520 169092536	8542327	139563108	8542328
5584 173029435	8736049	142810835	8736050
5648 177028448	8931496	146112628	8931496
